Artist; Title; Link; 
SharkTank; Shark Tank S02E07; https://www.youtube.com/watch?v=50F-7fOTdZ0
SharkTank; Shark Tank ThinGloss Lipstick that makes you thin; https://www.youtube.com/watch?v=zV1hYfuwl-E
